"Experiment","Well","Species","Strain","Biological_replicate","Technical_replicate","Condition","Time","OD"
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",33.5,0.273
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",33.5,0.286
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",33.5,0.311
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",33.5,0.315
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",33.5,0.322
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",33.5,0.398
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",33.5,0.397
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",33.5,0.325
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",33.5,0.195
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",33.5,0.22
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",33.5,0.218
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",33.5,0.234
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",33.5,0.275
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",33.5,0.275
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",33.5,0.279
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",33.5,0.181
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",34,0.882
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",34,0.922
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",34,0.894
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",34,0.951
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",34,0.94
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",34,0.963
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",34,0.908
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",34,0.937
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",34,0.978
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",34,0.968
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",34,0.961
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",34,0.989
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",34,0.948
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",34,0.951
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",34,0.989
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",34,0.958
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",34,0.989
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",34,0.823
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",34,0.82
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",34,0.953
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",34,0.988
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",34,0.932
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",34,0.943
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",34,0.95
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",34,0.334
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",34,0.338
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",34,0.368
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",34,0.346
"20150716",179,"Haloferax volcanii","pyrE2","B",2,"0.667 mM paraquat",34,0.327
"20150716",180,"Haloferax volcanii","pyrE2","B",3,"0.667 mM paraquat",34,0.209
"20150716",181,"Haloferax volcanii","pyrE2","C",1,"0.667 mM paraquat",34,0.176
"20150716",182,"Haloferax volcanii","pyrE2","C",2,"0.667 mM paraquat",34,0.281
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",34,0.262
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",34,0.281
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",34,0.312
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",34,0.338
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",34,0.323
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",34,0.408
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",34,0.405
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",34,0.314
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",34,0.205
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",34,0.222
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",34,0.238
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",34,0.241
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",34,0.289
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",34,0.276
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",34,0.262
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",34,0.185
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",34.5,0.909
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",34.5,0.951
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",34.5,0.895
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",34.5,0.962
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",34.5,0.96
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",34.5,0.971
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",34.5,0.919
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",34.5,0.958
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",34.5,0.996
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",34.5,1.016
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",34.5,0.985
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",34.5,1.01
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",34.5,0.965
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",34.5,0.975
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",34.5,1.011
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",34.5,0.977
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",34.5,0.996
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",34.5,0.821
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",34.5,0.861
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",34.5,1.003
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",34.5,1.009
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",34.5,0.953
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",34.5,0.953
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",34.5,0.967
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",34.5,0.329
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",34.5,0.332
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",34.5,0.356
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",34.5,0.334
"20150716",179,"Haloferax volcanii","pyrE2","B",2,"0.667 mM paraquat",34.5,0.315
"20150716",180,"Haloferax volcanii","pyrE2","B",3,"0.667 mM paraquat",34.5,0.157
"20150716",181,"Haloferax volcanii","pyrE2","C",1,"0.667 mM paraquat",34.5,0.167
"20150716",182,"Haloferax volcanii","pyrE2","C",2,"0.667 mM paraquat",34.5,0.291
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",34.5,0.273
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",34.5,0.284
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",34.5,0.325
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",34.5,0.358
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",34.5,0.326
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",34.5,0.406
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",34.5,0.4
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",34.5,0.304
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",34.5,0.195
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",34.5,0.22
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",34.5,0.219
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",34.5,0.239
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",34.5,0.282
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",34.5,0.281
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",34.5,0.263
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",34.5,0.173
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",35,0.899
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",35,0.949
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",35,0.898
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",35,0.961
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",35,0.975
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",35,0.982
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",35,0.927
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",35,0.959
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",35,0.979
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",35,0.997
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",35,0.985
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",35,1.013
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",35,0.975
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",35,0.981
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",35,1.015
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",35,0.979
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",35,0.998
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",35,0.819
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",35,0.88
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",35,0.99
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",35,1.011
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",35,0.958
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",35,0.954
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",35,0.969
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",35,0.335
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",35,0.339
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",35,0.365
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",35,0.343
"20150716",179,"Haloferax volcanii","pyrE2","B",2,"0.667 mM paraquat",35,0.327
"20150716",180,"Haloferax volcanii","pyrE2","B",3,"0.667 mM paraquat",35,0.154
"20150716",181,"Haloferax volcanii","pyrE2","C",1,"0.667 mM paraquat",35,0.168
"20150716",182,"Haloferax volcanii","pyrE2","C",2,"0.667 mM paraquat",35,0.284
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",35,0.273
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",35,0.278
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",35,0.323
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",35,0.358
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",35,0.333
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",35,0.411
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",35,0.417
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",35,0.324
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",35,0.196
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",35,0.232
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",35,0.218
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",35,0.258
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",35,0.286
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",35,0.289
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",35,0.25
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",35,0.169
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",35.5,0.874
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",35.5,0.93
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",35.5,0.894
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",35.5,0.936
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",35.5,0.945
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",35.5,0.968
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",35.5,0.924
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",35.5,0.949
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",35.5,0.993
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",35.5,1.013
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",35.5,0.98
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",35.5,1.004
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",35.5,0.959
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",35.5,0.967
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",35.5,1.003
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",35.5,0.965
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",35.5,0.997
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",35.5,0.838
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",35.5,0.876
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",35.5,1.007
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",35.5,1.006
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",35.5,0.95
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",35.5,0.948
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",35.5,0.956
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",35.5,0.352
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",35.5,0.349
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",35.5,0.384
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",35.5,0.358
"20150716",179,"Haloferax volcanii","pyrE2","B",2,"0.667 mM paraquat",35.5,0.344
"20150716",180,"Haloferax volcanii","pyrE2","B",3,"0.667 mM paraquat",35.5,0.156
"20150716",181,"Haloferax volcanii","pyrE2","C",1,"0.667 mM paraquat",35.5,0.165
"20150716",182,"Haloferax volcanii","pyrE2","C",2,"0.667 mM paraquat",35.5,0.304
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",35.5,0.299
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",35.5,0.291
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",35.5,0.337
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",35.5,0.369
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",35.5,0.345
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",35.5,0.422
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",35.5,0.43
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",35.5,0.354
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",35.5,0.192
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",35.5,0.211
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",35.5,0.212
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",35.5,0.227
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",35.5,0.264
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",35.5,0.257
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",35.5,0.252
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",35.5,0.162
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",36,0.895
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",36,0.944
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",36,0.892
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",36,0.948
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",36,0.954
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",36,0.963
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",36,0.921
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",36,0.952
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",36,0.968
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",36,1.009
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",36,0.988
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",36,1.008
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",36,0.971
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",36,0.979
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",36,1.019
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",36,0.984
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",36,1.014
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",36,0.86
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",36,0.871
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",36,1.005
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",36,1.022
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",36,0.966
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",36,0.966
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",36,0.971
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",36,0.336
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",36,0.339
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",36,0.382
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",36,0.356
"20150716",179,"Haloferax volcanii","pyrE2","B",2,"0.667 mM paraquat",36,0.342
"20150716",180,"Haloferax volcanii","pyrE2","B",3,"0.667 mM paraquat",36,0.176
"20150716",181,"Haloferax volcanii","pyrE2","C",1,"0.667 mM paraquat",36,0.18
"20150716",182,"Haloferax volcanii","pyrE2","C",2,"0.667 mM paraquat",36,0.288
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",36,0.287
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",36,0.277
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",36,0.333
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",36,0.363
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",36,0.337
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",36,0.407
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",36,0.416
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",36,0.341
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",36,0.207
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",36,0.248
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",36,0.257
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",36,0.286
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",36,0.32
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",36,0.318
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",36,0.257
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",36,0.169
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",36.5,0.894
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",36.5,0.935
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",36.5,0.907
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",36.5,0.945
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",36.5,0.96
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",36.5,0.971
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",36.5,0.925
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",36.5,0.947
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",36.5,0.983
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",36.5,1.029
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",36.5,0.994
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",36.5,1.018
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",36.5,0.975
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",36.5,0.98
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",36.5,1.02
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",36.5,0.988
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",36.5,1.003
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",36.5,0.841
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",36.5,0.901
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",36.5,1.018
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",36.5,1.023
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",36.5,0.956
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",36.5,0.965
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",36.5,0.971
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",36.5,0.333
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",36.5,0.342
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",36.5,0.395
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",36.5,0.365
"20150716",179,"Haloferax volcanii","pyrE2","B",2,"0.667 mM paraquat",36.5,0.349
"20150716",180,"Haloferax volcanii","pyrE2","B",3,"0.667 mM paraquat",36.5,0.178
"20150716",181,"Haloferax volcanii","pyrE2","C",1,"0.667 mM paraquat",36.5,0.166
"20150716",182,"Haloferax volcanii","pyrE2","C",2,"0.667 mM paraquat",36.5,0.302
"20150716",183,"Haloferax volcanii","pyrE2","C",3,"0.667 mM paraquat",36.5,0.3
"20150716",184,"Haloferax volcanii","pyrE2","D",1,"0.667 mM paraquat",36.5,0.278
"20150716",185,"Haloferax volcanii","pyrE2","D",2,"0.667 mM paraquat",36.5,0.327
"20150716",186,"Haloferax volcanii","pyrE2","D",3,"0.667 mM paraquat",36.5,0.357
"20150716",187,"Haloferax volcanii","rosR","A",1,"0.667 mM paraquat",36.5,0.337
"20150716",188,"Haloferax volcanii","rosR","A",2,"0.667 mM paraquat",36.5,0.421
"20150716",189,"Haloferax volcanii","rosR","A",3,"0.667 mM paraquat",36.5,0.428
"20150716",190,"Haloferax volcanii","rosR","B",1,"0.667 mM paraquat",36.5,0.345
"20150716",192,"Haloferax volcanii","rosR","B",2,"0.667 mM paraquat",36.5,0.194
"20150716",193,"Haloferax volcanii","rosR","B",3,"0.667 mM paraquat",36.5,0.227
"20150716",194,"Haloferax volcanii","rosR","C",1,"0.667 mM paraquat",36.5,0.211
"20150716",195,"Haloferax volcanii","rosR","C",2,"0.667 mM paraquat",36.5,0.245
"20150716",196,"Haloferax volcanii","rosR","C",3,"0.667 mM paraquat",36.5,0.267
"20150716",197,"Haloferax volcanii","rosR","D",1,"0.667 mM paraquat",36.5,0.27
"20150716",198,"Haloferax volcanii","rosR","D",2,"0.667 mM paraquat",36.5,0.237
"20150716",199,"Haloferax volcanii","rosR","D",3,"0.667 mM paraquat",36.5,0.167
"20150716",102,"Haloferax volcanii","pyrE2","A",1,"standard",37,0.915
"20150716",103,"Haloferax volcanii","pyrE2","A",2,"standard",37,0.963
"20150716",104,"Haloferax volcanii","pyrE2","A",3,"standard",37,0.925
"20150716",105,"Haloferax volcanii","pyrE2","B",1,"standard",37,0.986
"20150716",106,"Haloferax volcanii","pyrE2","B",2,"standard",37,0.987
"20150716",107,"Haloferax volcanii","pyrE2","B",3,"standard",37,1.004
"20150716",108,"Haloferax volcanii","pyrE2","C",1,"standard",37,0.959
"20150716",109,"Haloferax volcanii","pyrE2","C",2,"standard",37,0.972
"20150716",111,"Haloferax volcanii","pyrE2","C",3,"standard",37,0.984
"20150716",112,"Haloferax volcanii","pyrE2","D",1,"standard",37,1.033
"20150716",113,"Haloferax volcanii","pyrE2","D",2,"standard",37,1.007
"20150716",114,"Haloferax volcanii","pyrE2","D",3,"standard",37,1.032
"20150716",115,"Haloferax volcanii","rosR","A",1,"standard",37,0.988
"20150716",116,"Haloferax volcanii","rosR","A",2,"standard",37,0.994
"20150716",117,"Haloferax volcanii","rosR","A",3,"standard",37,1.035
"20150716",118,"Haloferax volcanii","rosR","B",1,"standard",37,1.007
"20150716",119,"Haloferax volcanii","rosR","B",2,"standard",37,1.032
"20150716",120,"Haloferax volcanii","rosR","B",3,"standard",37,0.872
"20150716",121,"Haloferax volcanii","rosR","C",1,"standard",37,0.923
"20150716",122,"Haloferax volcanii","rosR","C",2,"standard",37,1.019
"20150716",123,"Haloferax volcanii","rosR","C",3,"standard",37,1.04
"20150716",124,"Haloferax volcanii","rosR","D",1,"standard",37,0.977
"20150716",125,"Haloferax volcanii","rosR","D",2,"standard",37,0.984
"20150716",126,"Haloferax volcanii","rosR","D",3,"standard",37,0.992
"20150716",175,"Haloferax volcanii","pyrE2","A",1,"0.667 mM paraquat",37,0.333
"20150716",176,"Haloferax volcanii","pyrE2","A",2,"0.667 mM paraquat",37,0.346
"20150716",177,"Haloferax volcanii","pyrE2","A",3,"0.667 mM paraquat",37,0.4
"20150716",178,"Haloferax volcanii","pyrE2","B",1,"0.667 mM paraquat",37,0.37
