"Experiment","Well","Species","Strain","Biological_replicate","Technical_replicate","Condition","Time","OD"
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",6,0.118
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",6,0.126
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",6,0.129
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",6,0.117
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",6,0.117
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",6,0.101
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",6,0.084
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",6,0.106
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",6,0.105
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",6,0.107
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",6,0.108
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",6,0.107
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",6.5,0.14
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",6.5,0.17
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",6.5,0.185
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",6.5,0.156
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",6.5,0.177
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",6.5,0.175
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",6.5,0.154
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",6.5,0.144
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",6.5,0.144
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",6.5,0.187
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",6.5,0.198
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",6.5,0.2
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",6.5,0.136
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",6.5,0.147
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",6.5,0.15
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",6.5,0.134
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",6.5,0.136
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",6.5,0.107
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",6.5,0.093
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",6.5,0.123
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",6.5,0.124
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",6.5,0.125
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",6.5,0.126
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",6.5,0.126
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",7,0.164
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",7,0.197
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",7,0.209
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",7,0.176
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",7,0.2
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",7,0.197
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",7,0.178
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",7,0.166
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",7,0.169
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",7,0.219
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",7,0.231
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",7,0.234
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",7,0.159
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",7,0.172
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",7,0.177
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",7,0.159
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",7,0.161
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",7,0.12
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",7,0.11
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",7,0.147
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",7,0.148
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",7,0.146
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",7,0.148
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",7,0.147
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",7.5,0.195
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",7.5,0.236
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",7.5,0.245
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",7.5,0.203
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",7.5,0.22
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",7.5,0.222
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",7.5,0.204
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",7.5,0.191
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",7.5,0.202
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",7.5,0.257
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",7.5,0.266
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",7.5,0.271
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",7.5,0.185
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",7.5,0.199
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",7.5,0.202
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",7.5,0.181
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",7.5,0.182
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",7.5,0.13
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",7.5,0.118
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",7.5,0.17
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",7.5,0.172
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",7.5,0.168
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",7.5,0.171
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",7.5,0.171
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",8,0.23
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",8,0.272
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",8,0.273
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",8,0.224
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",8,0.242
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",8,0.246
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",8,0.225
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",8,0.211
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",8,0.233
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",8,0.291
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",8,0.301
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",8,0.308
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",8,0.211
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",8,0.227
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",8,0.232
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",8,0.208
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",8,0.209
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",8,0.135
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",8,0.13
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",8,0.194
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",8,0.194
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",8,0.191
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",8,0.196
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",8,0.196
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",8.5,0.25
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",8.5,0.293
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",8.5,0.294
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",8.5,0.24
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",8.5,0.262
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",8.5,0.263
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",8.5,0.244
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",8.5,0.23
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",8.5,0.259
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",8.5,0.319
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",8.5,0.329
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",8.5,0.339
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",8.5,0.243
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",8.5,0.259
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",8.5,0.265
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",8.5,0.239
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",8.5,0.241
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",8.5,0.151
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",8.5,0.159
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",8.5,0.224
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",8.5,0.226
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",8.5,0.222
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",8.5,0.226
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",8.5,0.227
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",9,0.279
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",9,0.324
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",9,0.317
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",9,0.26
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",9,0.279
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",9,0.283
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",9,0.261
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",9,0.251
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",9,0.285
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",9,0.349
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",9,0.359
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",9,0.369
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",9,0.281
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",9,0.296
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",9,0.303
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",9,0.273
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",9,0.275
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",9,0.175
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",9,0.184
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",9,0.259
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",9,0.258
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",9,0.256
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",9,0.26
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",9,0.261
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",9.5,0.31
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",9.5,0.352
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",9.5,0.332
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",9.5,0.273
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",9.5,0.288
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",9.5,0.294
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",9.5,0.278
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",9.5,0.277
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",9.5,0.329
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",9.5,0.387
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",9.5,0.395
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",9.5,0.411
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",9.5,0.317
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",9.5,0.334
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",9.5,0.34
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",9.5,0.306
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",9.5,0.303
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",9.5,0.194
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",9.5,0.202
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",9.5,0.29
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",9.5,0.29
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",9.5,0.288
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",9.5,0.293
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",9.5,0.293
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",10,0.343
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",10,0.385
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",10,0.355
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",10,0.298
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",10,0.309
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",10,0.322
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",10,0.3
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",10,0.312
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",10,0.361
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",10,0.413
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",10,0.418
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",10,0.434
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",10,0.354
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",10,0.371
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",10,0.375
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",10,0.344
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",10,0.338
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",10,0.219
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",10,0.217
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",10,0.322
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",10,0.318
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",10,0.317
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",10,0.327
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",10,0.327
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",10.5,0.387
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",10.5,0.43
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",10.5,0.405
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",10.5,0.359
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",10.5,0.354
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",10.5,0.383
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",10.5,0.348
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",10.5,0.359
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",10.5,0.396
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",10.5,0.434
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",10.5,0.434
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",10.5,0.448
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",10.5,0.38
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",10.5,0.403
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",10.5,0.409
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",10.5,0.383
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",10.5,0.377
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",10.5,0.255
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",10.5,0.229
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",10.5,0.339
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",10.5,0.334
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",10.5,0.328
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",10.5,0.342
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",10.5,0.347
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",11,0.419
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",11,0.464
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",11,0.432
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",11,0.382
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",11,0.381
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",11,0.408
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",11,0.378
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",11,0.398
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",11,0.441
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",11,0.475
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",11,0.477
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",11,0.501
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",11,0.415
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",11,0.435
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",11,0.44
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",11,0.416
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",11,0.406
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",11,0.276
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",11,0.275
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",11,0.368
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",11,0.376
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",11,0.369
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",11,0.387
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",11,0.384
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",11.5,0.419
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",11.5,0.457
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",11.5,0.429
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",11.5,0.38
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",11.5,0.381
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",11.5,0.401
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",11.5,0.374
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",11.5,0.387
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",11.5,0.424
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",11.5,0.465
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",11.5,0.467
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",11.5,0.484
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",11.5,0.42
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",11.5,0.449
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",11.5,0.458
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",11.5,0.439
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",11.5,0.43
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",11.5,0.298
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",11.5,0.293
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",11.5,0.389
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",11.5,0.402
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",11.5,0.392
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",11.5,0.4
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",11.5,0.402
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",12,0.452
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",12,0.508
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",12,0.481
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",12,0.445
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",12,0.446
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",12,0.482
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",12,0.435
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",12,0.454
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",12,0.442
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",12,0.487
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",12,0.496
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",12,0.521
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",12,0.456
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",12,0.48
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",12,0.493
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",12,0.469
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",12,0.473
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",12,0.344
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",12,0.323
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",12,0.42
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",12,0.436
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",12,0.441
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",12,0.444
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",12,0.447
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",12.5,0.478
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",12.5,0.518
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",12.5,0.493
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",12.5,0.455
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",12.5,0.453
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",12.5,0.477
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",12.5,0.441
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",12.5,0.448
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",12.5,0.483
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",12.5,0.524
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",12.5,0.524
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",12.5,0.545
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",12.5,0.493
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",12.5,0.505
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",12.5,0.515
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",12.5,0.494
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",12.5,0.496
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",12.5,0.344
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",12.5,0.337
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",12.5,0.442
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",12.5,0.451
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",12.5,0.445
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",12.5,0.459
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",12.5,0.455
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",13,0.491
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",13,0.543
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",13,0.518
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",13,0.482
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",13,0.473
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",13,0.502
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",13,0.468
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",13,0.481
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",13,0.505
"20150919",112,"Haloferax mediterranei","pyrE2","D",1,"standard",13,0.533
"20150919",113,"Haloferax mediterranei","pyrE2","D",2,"standard",13,0.543
"20150919",114,"Haloferax mediterranei","pyrE2","D",3,"standard",13,0.57
"20150919",115,"Haloferax mediterranei","rosR","A",1,"standard",13,0.511
"20150919",116,"Haloferax mediterranei","rosR","A",2,"standard",13,0.524
"20150919",117,"Haloferax mediterranei","rosR","A",3,"standard",13,0.532
"20150919",118,"Haloferax mediterranei","rosR","B",1,"standard",13,0.521
"20150919",119,"Haloferax mediterranei","rosR","B",2,"standard",13,0.527
"20150919",120,"Haloferax mediterranei","rosR","B",3,"standard",13,0.35
"20150919",121,"Haloferax mediterranei","rosR","C",1,"standard",13,0.364
"20150919",122,"Haloferax mediterranei","rosR","C",2,"standard",13,0.465
"20150919",123,"Haloferax mediterranei","rosR","C",3,"standard",13,0.464
"20150919",124,"Haloferax mediterranei","rosR","D",1,"standard",13,0.458
"20150919",125,"Haloferax mediterranei","rosR","D",2,"standard",13,0.481
"20150919",126,"Haloferax mediterranei","rosR","D",3,"standard",13,0.484
"20150919",102,"Haloferax mediterranei","pyrE2","A",1,"standard",13.5,0.472
"20150919",103,"Haloferax mediterranei","pyrE2","A",2,"standard",13.5,0.521
"20150919",104,"Haloferax mediterranei","pyrE2","A",3,"standard",13.5,0.493
"20150919",105,"Haloferax mediterranei","pyrE2","B",1,"standard",13.5,0.451
"20150919",106,"Haloferax mediterranei","pyrE2","B",2,"standard",13.5,0.449
"20150919",107,"Haloferax mediterranei","pyrE2","B",3,"standard",13.5,0.481
"20150919",108,"Haloferax mediterranei","pyrE2","C",1,"standard",13.5,0.458
"20150919",109,"Haloferax mediterranei","pyrE2","C",2,"standard",13.5,0.47
"20150919",111,"Haloferax mediterranei","pyrE2","C",3,"standard",13.5,0.483
